FULL_NAME,STATUS,POSITION,MIN,FGM-A,FG3M-A,FTM-A,FIC,OREB,DREB,REB,AST,PF,STL,TOV,BLK,PTS,YEAR,GAME_ID,PLAYER_ID
Gail Goodrich,Starter,PG,14:00,2-7,0-0,0-0,0.5,0,1,1,2,2,0,0,0,4,1972,22,76832
John Havlicek,Starter,SG,24:00,5-13,0-0,5-5,6.6,0,3,3,2,2,0,0,0,15,1972,22,76970
Connie Hawkins,Bench,PF,14:00,5-7,0-0,3-4,8.8,0,4,4,0,1,0,0,0,13,1972,22,76972
Elvin Hayes,Bench,PF,11:00,1-6,0-0,2-2,-0.8,0,2,2,0,2,0,0,0,4,1972,22,76979
Spencer Haywood,Starter,PF,25:00,4-10,0-0,3-4,7.2,0,7,7,1,2,0,0,0,11,1972,22,76981
Lou Hudson,Starter,SF,18:00,2-7,0-0,2-2,3.8,0,3,3,3,3,0,0,0,6,1972,22,77074
John Johnson,Bench,SF,03:00,0-2,0-0,0-0,-1.2,0,1,1,0,1,0,0,0,0,1972,22,77152
Bob Kauffman,Bench,C,07:00,1-1,0-0,0-0,1.5,0,1,1,1,3,0,0,0,2,1972,22,77227
Bob Love,Starter,SF,16:00,4-11,0-0,0-2,3,0,6,6,0,1,0,0,0,8,1972,22,77412
Jack Marin,Bench,SG,15:00,5-8,0-0,1-1,4.6,0,0,0,1,2,0,0,0,11,1972,22,77463
Cazzie Russell,Bench,SG,20:00,4-13,0-0,2-2,-0.2,0,1,1,0,1,0,0,0,10,1972,22,78045
Paul Silas,Bench,PF,15:00,0-6,0-0,2-3,3.6,0,9,9,1,1,0,0,0,2,1972,22,78151
Wes Unseld,Bench,PF,16:00,1-5,0-0,0-0,3,0,7,7,1,3,0,0,0,2,1972,22,78392
Tom Van Arsdale,Bench,SG,04:00,0-1,0-0,0-0,0,0,1,1,0,0,0,0,0,0,1972,22,78399
Jimmy Walker,Bench,SG,16:00,4-9,0-0,2-5,3.4,0,2,2,1,1,0,0,0,10,1972,22,78439
Jerry West,Starter,SG,27:00,6-9,0-0,1-2,14,0,6,6,5,2,0,0,0,13,1972,22,78497
Sidney Wicks,Bench,PF,10:00,2-5,0-0,0-0,0.2,0,2,2,0,3,0,0,0,4,1972,22,78520
Bob Lanier,Bench,C,05:00,0-2,0-0,2-3,1.6,0,3,3,0,0,0,0,0,2,1972,22,600005
Oscar Robertson,Bench,SG,24:00,3-9,0-0,5-10,3.8,0,3,3,3,4,0,0,0,11,1972,22,600015
Tiny Archibald,Starter,PG,27:00,6-12,0-0,5-5,11.4,0,1,1,5,1,0,0,0,17,1973,23,18
Jo Jo White,Bench,PG,18:00,3-7,0-0,0-0,9.5,0,5,5,5,0,0,0,0,6,1973,23,19
Dave Bing,Bench,SG,19:00,0-4,0-0,2-2,0,0,3,3,0,1,0,0,0,2,1973,23,76166
John Block,Bench,PF,05:00,2-4,0-0,0-0,2,0,2,2,0,1,0,0,0,4,1973,23,76187
Bill Bradley,Bench,SG,12:00,2-5,0-0,0-0,0,0,1,1,0,2,0,0,0,4,1973,23,76233
Wilt Chamberlain,Starter,C,22:00,1-2,0-0,0-0,8.8,0,7,7,3,0,0,0,0,2,1973,23,76375
Dave Cowens,Starter,C,30:00,7-15,0-0,1-1,13.1,0,13,13,1,2,0,0,0,15,1973,23,76462
Bob Dandridge,Bench,SF,11:00,2-4,0-0,0-0,3.2,0,3,3,0,0,0,0,0,4,1973,23,76500
Dave DeBusschere,Starter,PF,25:00,4-8,0-0,1-2,9,0,7,7,2,1,0,0,0,9,1973,23,76545
Walt Frazier,Starter,PG,26:00,5-15,0-0,0-0,4.8,0,6,6,2,1,0,0,0,10,1973,23,76750
Gail Goodrich,Bench,PG,16:00,1-7,0-0,0-0,-1.8,0,2,2,1,2,0,0,0,2,1973,23,76832
John Havlicek,Starter,SF,22:00,6-10,0-0,2-5,11.4,0,3,3,5,1,0,0,0,14,1973,23,76970
Connie Hawkins,Bench,PF,11:00,1-5,0-0,0-0,2.2,0,2,2,3,1,0,0,0,2,1973,23,76972
Elvin Hayes,Bench,C,16:00,4-13,0-0,2-2,8.5,0,12,12,0,0,0,0,0,10,1973,23,76979
Spencer Haywood,Starter,PF,22:00,5-10,0-0,2-2,8.8,0,10,10,0,5,0,0,0,12,1973,23,76981
Lou Hudson,Bench,SG,09:00,2-8,0-0,2-2,-0.2,0,2,2,0,2,0,0,0,6,1973,23,77074
Bob Kauffman,Bench,C,09:00,1-2,0-0,1-2,2,0,1,1,1,1,0,0,0,3,1973,23,77227
Bob Love,Bench,PF,12:00,2-4,0-0,2-2,4,0,3,3,0,1,0,0,0,6,1973,23,77412
Pete Maravich,Starter,SG,22:00,4-8,0-0,0-0,7.2,0,3,3,5,4,0,0,0,8,1973,23,77459
Jack Marin,Bench,SF,11:00,2-6,0-0,0-0,3.5,0,4,4,1,0,0,0,0,4,1973,23,77463
Charlie Scott,Bench,SG,14:00,0-5,0-0,0-0,-0.8,0,2,2,2,1,0,0,0,0,1973,23,78097
Wes Unseld,Bench,PF,11:00,2-4,0-0,0-0,5.8,0,5,5,1,0,0,0,0,4,1973,23,78392
Chet Walker,Bench,SF,16:00,1-5,0-0,2-2,-0.8,0,1,1,0,2,0,0,0,4,1973,23,78435
Jerry West,Starter,SG,20:00,3-6,0-0,0-0,6.5,0,4,4,3,2,0,0,0,6,1973,23,78497
Sidney Wicks,Starter,SF,24:00,4-10,0-0,5-5,7.4,0,5,5,1,2,0,0,0,13,1973,23,78520
Lenny Wilkens,Bench,PG,24:00,3-8,0-0,1-2,2.2,0,2,2,1,1,0,0,0,7,1973,23,78530
Nate Thurmond,Bench,C,14:00,2-5,0-0,0-0,3.2,0,4,4,1,2,0,0,0,4,1973,23,600001
Bob Lanier,Bench,C,12:00,5-9,0-0,0-0,7.2,0,6,6,0,1,0,0,0,10,1973,23,600005
Jo Jo White,Bench,PG,22:00,6-12,0-0,1-3,14.4,2,4,6,4,1,2,0,1,13,1974,24,19
Kareem Abdul-Jabbar,Starter,C,23:00,7-11,0-0,0-0,19,1,7,8,6,2,1,0,1,14,1974,24,76003
Dave Bing,Bench,SG,16:00,2-9,0-0,1-1,4.1,1,5,6,2,1,0,0,0,5,1974,24,76166
Austin Carr,Bench,SG,05:00,0-4,0-0,0-0,-2.8,0,1,1,0,1,0,0,0,0,1974,24,76348
Phil Chenier,Bench,PG,13:00,3-6,0-0,1-2,4.5,1,1,2,1,0,0,0,0,7,1974,24,76386
Dave Cowens,Starter,C,26:00,5-10,0-0,1-3,13.4,6,6,12,1,3,0,0,1,11,1974,24,76462
Dave DeBusschere,Bench,SF,24:00,8-14,0-0,0-0,11.2,2,1,3,3,2,1,0,0,16,1974,24,76545
Walt Frazier,Starter,PG,28:00,5-12,0-0,2-2,11.5,1,1,2,5,1,3,0,0,12,1974,24,76750
Gail Goodrich,Starter,PG,26:00,9-16,0-0,0-0,15.2,1,3,4,6,2,1,0,0,18,1974,24,76832
John Havlicek,Starter,SF,18:00,5-10,0-0,0-2,3.8,0,0,0,2,2,1,0,0,10,1974,24,76970
Elvin Hayes,Bench,C,35:00,5-13,0-0,2-3,18.4,4,11,15,6,4,0,0,1,12,1974,24,76979
Spencer Haywood,Bench,PF,33:00,10-17,0-0,3-3,23.4,2,9,11,5,5,0,0,3,23,1974,24,76981
Lou Hudson,Starter,PF,17:00,5-8,0-0,2-2,8.8,1,2,3,1,2,0,0,1,12,1974,24,77074
Pete Maravich,Starter,SG,22:00,4-15,0-0,7-9,5.9,1,2,3,4,2,0,0,0,15,1974,24,77459
Bob McAdoo,Bench,PF,13:00,3-4,0-0,5-8,7.5,1,2,3,1,4,0,0,1,11,1974,24,77498
Geoff Petrie,Starter,SG,26:00,3-11,0-0,2-2,5.2,1,1,2,4,1,1,0,0,8,1974,24,77844
Charlie Scott,Bench,SG,19:00,0-4,0-0,2-2,3,0,1,1,4,2,0,0,1,2,1974,24,78097
Rudy Tomjanovich,Bench,PF,17:00,2-5,0-0,0-0,4,2,3,5,0,1,0,0,0,4,1974,24,78350
Norm Van Lier,Bench,PG,09:00,0-0,0-0,0-0,3.5,1,0,1,2,1,1,0,0,0,1974,24,78406
Chet Walker,Starter,SF,14:00,4-5,0-0,4-4,8.8,0,2,2,1,1,0,0,0,12,1974,24,78435
Sidney Wicks,Bench,PF,24:00,5-6,0-0,6-10,9.8,1,0,1,1,4,2,0,0,16,1974,24,78520
Nate Thurmond,Bench,C,05:00,2-4,0-0,0-1,3.1,1,2,3,0,0,0,0,0,4,1974,24,600001
Bob Lanier,Bench,C,26:00,11-15,0-0,2-2,23.5,2,8,10,2,1,0,0,2,24,1974,24,600005
Rick Barry,Starter,PF,19:00,3-6,0-0,2-2,8.5,1,3,4,3,3,1,0,0,8,1974,24,600013
Tiny Archibald,Starter,PG,36:00,10-15,0-0,7-8,23.5,1,1,2,6,2,3,0,1,27,1975,25,18
Jo Jo White,Bench,PG,13:00,1-2,0-0,5-6,7.5,0,1,1,4,1,0,0,0,7,1975,25,19
Kareem Abdul-Jabbar,Starter,C,19:00,3-10,0-0,1-2,10.5,5,5,10,3,2,0,0,1,7,1975,25,76003
Dave Bing,Bench,PG,12:00,0-2,0-0,2-2,0.8,0,0,0,1,0,0,0,0,2,1975,25,76166
Phil Chenier,Bench,PG,23:00,4-8,0-0,1-2,7.2,2,0,2,1,0,2,0,0,9,1975,25,76386
Dave Cowens,Bench,C,15:00,3-7,0-0,0-0,7.2,0,6,6,3,4,1,0,0,6,1975,25,76462
Bob Dandridge,Bench,SF,18:00,2-6,0-0,0-0,2.8,1,1,2,1,3,2,0,0,4,1975,25,76500
Walt Frazier,Starter,PG,35:00,10-17,0-0,10-11,21.9,0,5,5,2,2,4,0,0,30,1975,25,76750
Gail Goodrich,Starter,SG,15:00,2-4,0-0,0-0,5.2,0,1,1,4,1,0,0,0,4,1975,25,76832
John Havlicek,Starter,SF,31:00,7-12,0-0,2-2,13,1,5,6,1,2,2,0,0,16,1975,25,76970
Elvin Hayes,Starter,C,17:00,2-6,0-0,0-0,5.8,0,5,5,2,1,1,0,0,4,1975,25,76979
Spencer Haywood,Starter,PF,17:00,1-9,0-0,0-0,-2.8,1,2,3,0,1,0,0,0,2,1975,25,76981
Sam Lacey,Bench,C,17:00,2-6,0-0,2-2,9.8,3,4,7,1,2,2,0,1,6,1975,25,77326
Bob McAdoo,Starter,PF,26:00,4-9,0-0,3-3,8.6,4,2,6,2,4,0,0,0,11,1975,25,77498
Steve Mix,Bench,SF,11:00,2-5,0-0,0-0,0.8,0,2,2,0,2,0,0,0,4,1975,25,77618
Jim Price,Bench,SG,17:00,3-9,0-0,2-2,2,0,2,2,0,4,2,0,0,8,1975,25,77883
Charlie Scott,Bench,SG,16:00,1-6,0-0,0-0,-1.2,1,1,2,1,3,0,0,0,2,1975,25,78097
Paul Silas,Bench,PF,15:00,2-4,0-0,2-2,8.8,0,2,2,2,2,4,0,0,6,1975,25,78151
Rudy Tomjanovich,Bench,SF,14:00,0-3,0-0,0-0,-1.2,1,2,3,0,3,0,0,0,0,1975,25,78350
Wes Unseld,Bench,PF,15:00,2-3,0-0,2-2,10,2,4,6,1,2,2,0,0,6,1975,25,78392
Sidney Wicks,Bench,PF,23:00,7-19,0-0,2-3,9.9,4,5,9,1,1,0,0,1,16,1975,25,78520
Bob Lanier,Bench,C,12:00,1-4,0-0,0-0,7.2,2,5,7,2,3,2,0,0,2,1975,25,600005
Earl Monroe,Starter,SG,25:00,3-8,0-0,3-5,5.4,0,3,3,2,2,1,0,0,9,1975,25,600006
Rick Barry,Starter,SF,38:00,11-20,0-0,0-0,26,1,4,5,8,4,8,0,1,22,1975,25,600013
Tiny Archibald,Starter,PG,30:00,5-13,0-0,3-3,15.4,2,3,5,7,0,2,0,0,13,1976,26,18
Jo Jo White,Bench,SG,16:00,3-7,0-0,0-0,4,0,1,1,1,1,2,0,0,6,1976,26,19
Kareem Abdul-Jabbar,Starter,C,36:00,9-16,0-0,4-4,24.8,2,13,15,3,3,0,0,3,22,1976,26,76003
Alvan Adams,Bench,C,11:00,2-4,0-0,0-0,3.2,2,1,3,0,1,0,0,0,4,1976,26,76011
Dave Bing,Starter,SG,26:00,7-11,0-0,2-2,13,1,2,3,4,1,0,0,0,16,1976,26,76166
Fred Brown,Bench,SG,24:00,7-13,0-0,0-0,8.8,0,0,0,1,3,5,0,0,14,1976,26,76272
Doug Collins,Bench,SF,20:00,5-10,0-0,2-2,13.2,2,4,6,3,3,3,0,0,12,1976,26,76421
Dave Cowens,Bench,C,23:00,6-13,0-0,4-5,18.9,8,8,16,1,3,1,0,0,16,1976,26,76462
Bob Dandridge,Starter,SF,27:00,5-10,0-0,0-0,9.2,5,1,6,0,4,3,0,0,10,1976,26,76500
John Drew,Bench,SF,09:00,1-3,0-0,0-0,1.2,1,2,3,0,2,0,0,0,2,1976,26,76598
Walt Frazier,Starter,PG,19:00,2-7,0-0,4-4,7.8,0,2,2,3,0,2,0,0,8,1976,26,76750
John Havlicek,Starter,SF,21:00,3-10,0-0,3-3,5.1,1,1,2,2,0,1,0,0,9,1976,26,76970
Elvin Hayes,Starter,C,31:00,6-14,0-0,0-2,8.5,3,7,10,1,5,1,0,0,12,1976,26,76979
Bob McAdoo,Starter,PF,29:00,10-14,0-0,2-4,14.2,2,5,7,1,5,0,0,0,22,1976,26,77498
George McGinnis,Bench,PF,19:00,4-9,0-0,2-4,8.2,1,6,7,2,2,0,0,0,10,1976,26,77532
Curtis Rowe,Bench,PF,08:00,0-2,0-0,1-2,-0.8,0,2,2,0,2,0,0,0,1,1976,26,78028
Phil Smith,Bench,SG,12:00,3-7,0-0,1-4,0.5,0,1,1,0,1,0,0,0,7,1976,26,78199
Randy Smith,Bench,SG,15:00,4-7,0-0,0-0,8.8,1,0,1,3,0,1,0,1,8,1976,26,78200
Rudy Tomjanovich,Bench,PF,12:00,1-2,0-0,0-0,2,1,2,3,0,2,0,0,0,2,1976,26,78350
Norm Van Lier,Bench,PG,14:00,1-4,0-0,1-2,1.2,1,0,1,0,2,1,0,1,3,1976,26,78406
Scott Wedman,Bench,SF,20:00,4-5,0-0,0-0,10.8,0,6,6,2,2,1,0,0,8,1976,26,78482
Jamaal Wilkes,Bench,SF,14:00,3-9,0-0,2-2,7.2,3,1,4,2,0,1,0,0,8,1976,26,78532
Brian Winters,Starter,SG,16:00,1-5,0-0,0-0,0.8,0,2,2,1,2,1,0,0,2,1976,26,78600
Rick Barry,Starter,PF,28:00,6-15,0-0,5-5,8.9,2,2,4,2,5,2,0,0,17,1976,26,600013
Jo Jo White,Bench,SG,15:00,5-7,0-0,0-0,7.5,0,1,1,2,0,0,0,0,10,1977,27,19
Kareem Abdul-Jabbar,Bench,C,23:00,8-14,0-0,5-6,14.5,3,1,4,2,1,0,0,1,21,1977,27,76003
Don Buse,Bench,SG,19:00,2-4,0-0,0-0,11.5,0,2,2,5,0,4,0,0,4,1977,27,76317
Phil Chenier,Bench,SG,12:00,3-6,0-0,0-0,3.2,0,1,1,1,0,0,0,0,6,1977,27,76386
Doug Collins,Starter,SG,21:00,3-6,0-0,2-2,10.5,1,1,2,6,2,1,0,0,8,1977,27,76421
Julius Erving,Starter,SF,32:00,12-20,0-0,6-6,30,5,7,12,3,2,4,0,1,30,1977,27,76681
George Gervin,Bench,SG,12:00,0-6,0-0,0-0,-3.2,0,1,1,0,1,0,0,1,0,1977,27,76804
John Havlicek,Bench,PG,17:00,2-5,0-0,0-0,1.5,0,1,1,1,1,0,0,0,4,1977,27,76970
Elvin Hayes,Bench,PF,11:00,6-6,0-0,0-0,7.5,0,2,2,1,5,0,0,0,12,1977,27,76979
Dan Issel,Starter,C,10:00,0-3,0-0,0-0,-1.2,1,0,1,0,0,0,0,0,0,1977,27,77097
Bobby Jones,Starter,SF,14:00,1-4,0-0,0-0,3,0,0,0,3,0,0,0,1,2,1977,27,77193
Billy Knight,Bench,SF,12:00,1-5,0-0,2-2,5.5,1,4,5,0,0,2,0,0,4,1977,27,77290
Maurice Lucas,Bench,PF,11:00,3-9,0-0,0-0,5.8,2,2,4,2,2,1,0,1,6,1977,27,77420
Pete Maravich,Starter,PG,21:00,5-13,0-0,0-0,7.8,0,0,0,4,1,4,0,0,10,1977,27,77459
Bob McAdoo,Starter,C,38:00,13-23,0-0,4-4,24,3,7,10,2,3,3,0,1,30,1977,27,77498
George McGinnis,Starter,PF,26:00,2-9,0-0,0-2,7.5,5,2,7,2,3,4,0,0,4,1977,27,77532
Phil Smith,Bench,PG,28:00,6-13,0-0,1-2,14.8,1,5,6,8,3,1,0,0,13,1977,27,78199
David Thompson,Starter,PF,29:00,7-9,0-0,4-6,18.8,0,7,7,3,3,3,0,0,18,1977,27,78326
Rudy Tomjanovich,Bench,PF,22:00,3-9,0-0,0-0,9.8,2,8,10,1,1,1,0,1,6,1977,27,78350
Norm Van Lier,Starter,SG,14:00,1-3,0-0,0-0,0.5,0,1,1,1,2,0,0,0,2,1977,27,78406
Paul Westphal,Starter,PG,31:00,10-16,0-0,0-0,18.8,0,1,1,6,2,3,0,2,20,1977,27,78500
Bob Lanier,Bench,PF,20:00,7-8,0-0,3-3,23.1,5,5,10,4,3,1,0,1,17,1977,27,600005
Earl Monroe,Bench,SF,15:00,2-7,0-0,0-0,1.2,0,0,0,3,1,0,0,0,4,1977,27,600006
Rick Barry,Bench,PG,29:00,7-16,0-0,4-4,17.2,1,3,4,8,1,2,0,0,18,1977,27,600013
Walter Davis,Bench,SG,15:00,3-6,0-0,4-4,11.2,0,1,1,6,1,1,0,0,10,1978,28,1453
Doug Collins,Bench,PG,27:00,3-8,0-0,8-11,13.1,4,1,5,8,3,2,4,0,14,1978,28,76421
Dave Cowens,Starter,C,28:00,7-9,0-0,0-0,21.8,6,8,14,5,5,2,2,0,14,1978,28,76462
Julius Erving,Starter,SF,27:00,3-14,0-0,10-12,9,2,6,8,3,1,0,2,1,16,1978,28,76681
George Gervin,Starter,SG,18:00,4-11,0-0,1-3,2.4,1,1,2,1,2,2,2,1,9,1978,28,76804
John Havlicek,Starter,PG,22:00,5-8,0-0,0-0,2.2,0,3,3,1,2,0,4,0,10,1978,28,76970
Elvin Hayes,Bench,SF,11:00,1-7,0-0,0-0,-1.5,3,1,4,0,4,1,1,0,2,1978,28,76979
Lionel Hollins,Bench,PG,23:00,3-8,0-0,4-5,10.1,0,0,0,8,2,2,1,0,10,1978,28,77043
Bobby Jones,Bench,SF,18:00,1-3,0-0,0-0,4.5,1,5,6,2,4,0,1,1,2,1978,28,77193
Larry Kenon,Starter,PF,20:00,8-15,0-0,0-0,6.5,3,1,4,0,0,0,2,0,16,1978,28,77246
Maurice Lucas,Starter,PF,33:00,6-13,0-0,0-0,17.5,6,7,13,4,2,1,0,0,12,1978,28,77420
Moses Malone,Bench,C,14:00,1-1,0-0,2-4,6.5,1,3,4,1,1,1,0,0,4,1978,28,77449
Bob McAdoo,Bench,C,20:00,7-14,0-0,0-0,4.2,3,1,4,0,2,1,3,0,14,1978,28,77498
Truck Robinson,Bench,PF,24:00,3-7,0-0,1-2,3,2,4,6,1,2,0,3,0,7,1978,28,77993
Randy Smith,Bench,PG,29:00,11-14,0-0,5-6,22.8,3,4,7,6,5,2,3,0,27,1978,28,78200
David Thompson,Starter,SG,35:00,10-16,0-0,2-4,8.8,0,3,3,3,4,1,4,0,22,1978,28,78326
Bill Walton,Starter,C,31:00,6-14,0-0,3-3,12.9,2,8,10,2,3,3,4,2,15,1978,28,78450
Paul Westphal,Starter,PG,24:00,9-14,0-0,2-5,9.6,0,0,0,5,4,1,3,1,20,1978,28,78500
Brian Winters,Bench,SG,14:00,4-7,0-0,0-0,3.2,2,2,4,1,2,0,3,0,8,1978,28,78600
Bob Lanier,Bench,PF,04:00,0-0,0-0,1-2,1.2,2,0,2,0,0,0,1,0,1,1978,28,600005
Rick Barry,Starter,SF,30:00,7-17,0-0,1-1,5.4,2,2,4,5,6,3,5,0,15,1978,28,600013
Artis Gilmore,Bench,C,13:00,2-4,0-0,6-8,7,0,2,2,0,1,1,1,2,10,1978,28,600014
Walter Davis,Bench,SF,19:00,4-9,0-0,0-0,7.5,1,3,4,4,0,1,2,0,8,1979,29,1453
Kareem Abdul-Jabbar,Starter,C,28:00,5-12,0-0,1-2,7.5,1,7,8,3,4,1,3,1,11,1979,29,76003
Otis Birdsong,Bench,SG,14:00,4-6,0-0,1-2,6,1,1,2,0,1,2,1,0,9,1979,29,76170
Bob Dandridge,Bench,SG,18:00,3-5,0-0,2-3,4.9,2,1,3,1,2,0,1,0,8,1979,29,76500
Julius Erving,Starter,SF,39:00,10-22,0-0,9-12,19.5,6,2,8,5,4,2,1,0,29,1979,29,76681
George Gervin,Starter,SG,34:00,8-16,0-0,10-11,13.9,2,4,6,2,4,1,3,1,26,1979,29,76804
Elvin Hayes,Bench,PF,28:00,5-11,0-0,3-5,12.1,4,9,13,0,5,1,1,1,13,1979,29,76979
Dennis Johnson,Bench,PG,27:00,5-7,0-0,2-2,8.5,1,0,1,3,3,0,1,1,12,1979,29,77141
Marques Johnson,Starter,SF,20:00,3-11,0-0,4-6,6.2,3,3,6,2,1,0,0,0,10,1979,29,77160
Larry Kenon,Bench,SF,07:00,1-3,0-0,1-2,2.5,0,2,2,1,0,0,0,0,3,1979,29,77246
Maurice Lucas,Bench,PF,19:00,4-10,0-0,2-2,2.8,1,6,7,1,5,0,3,0,10,1979,29,77420
Moses Malone,Starter,C,17:00,2-2,0-0,4-5,11.4,2,5,7,1,0,1,1,0,8,1979,29,77449
Pete Maravich,Starter,PG,14:00,5-8,0-0,0-0,3,0,2,2,2,1,0,4,0,10,1979,29,77459
George McGinnis,Starter,PF,25:00,5-12,0-0,6-11,13.9,2,4,6,3,4,5,0,0,16,1979,29,77532
Calvin Murphy,Bench,PG,15:00,3-5,0-0,0-0,4,0,1,1,5,4,2,4,0,6,1979,29,77669
Campy Russell,Bench,SF,13:00,2-8,0-0,0-0,-2,1,0,1,0,0,0,1,0,4,1979,29,78047
Jack Sikma,Bench,C,18:00,4-5,0-0,0-0,7,1,3,4,0,1,0,0,0,8,1979,29,78149
David Thompson,Starter,SG,34:00,11-17,0-0,3-7,15.1,3,2,5,2,4,1,1,1,25,1979,29,78326
Rudy Tomjanovich,Starter,PF,24:00,6-13,0-0,0-0,7.8,4,2,6,1,2,0,0,0,12,1979,29,78350
Paul Westphal,Starter,PG,21:00,8-12,0-0,1-2,12,0,1,1,5,0,0,1,0,17,1979,29,78500
Bob Lanier,Bench,PF,31:00,5-10,0-0,0-0,9.8,1,3,4,4,4,1,0,1,10,1979,29,600005
Artis Gilmore,Bench,C,15:00,3-4,0-0,2-2,5.8,1,0,1,2,1,0,1,0,8,1979,29,600014
World B. Free,Starter,PG,21:00,7-13,0-0,0-1,6.9,1,2,3,5,1,0,5,1,14,1980,30,16
Tiny Archibald,Bench,PG,21:00,0-8,0-0,2-3,2.9,1,2,3,6,1,2,2,0,2,1980,30,18
Larry Bird,Bench,SF,23:00,3-6,1-2,0-0,12.2,3,3,6,7,1,1,3,0,7,1980,30,1449
Walter Davis,Bench,SF,23:00,5-10,0-0,2-2,9.2,2,2,4,2,2,4,3,0,12,1980,30,1453
Kareem Abdul-Jabbar,Starter,C,30:00,6-17,0-0,5-6,18.8,5,11,16,9,5,0,9,6,17,1980,30,76003
Otis Birdsong,Bench,SG,14:00,1-2,0-0,0-0,0,0,0,0,0,1,1,1,0,2,1980,30,76170
Bill Cartwright,Bench,C,14:00,4-8,0-0,0-0,3,1,2,3,1,1,0,2,0,8,1980,30,76362
Adrian Dantley,Starter,SF,30:00,8-15,0-0,7-8,15,4,1,5,2,1,2,2,0,23,1980,30,76504
John Drew,Starter,SF,15:00,0-4,0-0,4-5,-1.9,1,2,3,0,5,2,3,0,4,1980,30,76598
Julius Erving,Starter,PF,20:00,4-12,0-0,3-4,5.2,2,3,5,2,5,2,2,1,11,1980,30,76681
George Gervin,Starter,SG,40:00,14-26,0-0,6-9,21.6,4,6,10,3,2,3,3,0,34,1980,30,76804
Elvin Hayes,Bench,SF,29:00,5-10,0-0,2-2,11.5,2,3,5,4,5,1,3,4,12,1980,30,76979
Dennis Johnson,Bench,PG,20:00,7-13,0-0,5-6,11,2,2,4,1,3,2,2,1,19,1980,30,77141
Magic Johnson,Starter,SG,24:00,5-8,0-1,2-2,12.8,2,0,2,4,3,3,2,2,12,1980,30,77142
Eddie Johnson,Starter,PG,32:00,11-16,0-0,0-0,21,1,0,1,7,2,6,2,0,22,1980,30,77144
Marques Johnson,Starter,PF,34:00,1-6,0-0,2-2,4,1,3,4,1,2,1,0,1,4,1980,30,77160
Moses Malone,Starter,C,31:00,7-12,0-0,6-12,15,6,6,12,2,4,1,5,2,20,1980,30,77449
Micheal Ray Richardson,Bench,PG,13:00,3-7,0-0,0-0,1.8,1,0,1,2,2,1,2,0,6,1980,30,77952
Dan Roundfield,Bench,PF,27:00,7-15,0-0,4-9,14.4,9,4,13,0,2,1,3,2,18,1980,30,78025
Jack Sikma,Bench,C,28:00,4-10,0-1,0-0,12.5,2,6,8,4,5,2,1,3,8,1980,30,78149
Kermit Washington,Bench,PF,14:00,1-6,0-0,2-4,4,4,4,8,1,4,0,1,1,4,1980,30,78467
Paul Westphal,Bench,PG,27:00,8-14,0-2,5-6,11.8,1,0,1,5,5,2,3,1,21,1980,30,78500
Tiny Archibald,Bench,PG,25:00,4-7,0-0,1-3,14.9,0,5,5,9,3,3,2,0,9,1981,31,18
Robert Parish,Bench,C,25:00,5-18,0-0,6-6,10.8,6,4,10,2,3,0,1,2,16,1981,31,305
Larry Bird,Starter,PF,18:00,1-5,0-0,0-0,3,1,3,4,3,1,1,2,0,2,1981,31,1449
Walter Davis,Starter,PF,22:00,5-9,0-0,2-2,9,1,6,7,1,2,0,1,0,12,1981,31,1453
Kareem Abdul-Jabbar,Starter,C,23:00,6-9,0-0,3-3,15.6,2,4,6,4,3,0,3,4,15,1981,31,76003
Otis Birdsong,Bench,SG,12:00,0-3,0-0,1-2,-1,1,0,1,1,0,0,1,0,1,1981,31,76170
Adrian Dantley,Starter,SF,21:00,3-9,0-0,2-2,5.2,2,3,5,0,1,1,0,0,8,1981,31,76504
Julius Erving,Starter,SF,29:00,6-15,0-0,6-7,9.1,3,0,3,2,2,2,2,1,18,1981,31,76681
George Gervin,Starter,SG,24:00,5-9,0-0,1-2,5.5,1,2,3,0,3,2,2,1,11,1981,31,76804
Dennis Johnson,Bench,PG,24:00,5-8,0-0,9-10,12.5,1,1,2,1,1,3,2,0,19,1981,31,77141
Eddie Johnson,Starter,SG,28:00,7-12,0-0,2-3,7.1,1,1,2,2,1,1,3,0,16,1981,31,77144
Marques Johnson,Bench,SF,19:00,1-2,0-0,5-6,7.5,1,3,4,2,2,0,0,0,7,1981,31,77160
Bobby Jones,Bench,SF,16:00,5-11,0-0,1-1,6.6,1,3,4,0,2,1,0,1,11,1981,31,77193
Moses Malone,Bench,C,22:00,3-8,0-0,2-4,7,2,4,6,3,3,1,1,0,8,1981,31,77449
Mike Mitchell,Bench,SF,15:00,6-12,0-0,2-2,9.2,4,0,4,2,2,1,1,0,14,1981,31,77615
Micheal Ray Richardson,Bench,PG,24:00,5-7,0-1,1-2,12.8,2,3,5,3,3,4,2,0,11,1981,31,77952
Truck Robinson,Bench,SF,21:00,3-6,0-0,0-0,1.8,2,3,5,2,4,0,4,0,6,1981,31,77993
Jack Sikma,Bench,C,21:00,2-5,0-1,2-2,6.2,1,3,4,4,5,1,2,1,6,1981,31,78149
Reggie Theus,Starter,PG,19:00,4-7,0-0,0-0,4.5,0,1,1,3,0,2,4,0,8,1981,31,78310
