,FULL_NAME,STATUS,POSITION,MIN,FGM-A,FG3M-A,FTM-A,FIC,OREB,DREB,REB,AST,PF,STL,TOV,BLK,PTS,YEAR
10,Nate Thurmond,Bench,C,05:00,2-4,0-0,0-1,3.1,1.0,2,3,0,0,0,0,0,4,1974.0
11,Norm Van Lier,Bench,PG,09:00,0-0,0-0,0-0,3.5,1.0,0,1,2,1,1,0,0,0,1974.0
12,Sidney Wicks,Bench,PF,24:00,5-6,0-0,6-10,9.8,1.0,0,1,1,4,2,0,0,16,1974.0
1,Tiny Archibald,Starter,PG,27:00,6-12,0-0,5-5,11.4,0.0,1,1,5,1,0,0,0,17,1973.0
2,Wilt Chamberlain,Starter,C,22:00,1-2,0-0,0-0,8.8,0.0,7,7,3,0,0,0,0,2,1973.0
3,Spencer Haywood,Starter,PF,22:00,5-10,0-0,2-2,8.8,0.0,10,10,0,5,0,0,0,12,1973.0
4,Jerry West,Starter,SG,20:00,3-6,0-0,0-0,6.5,0.0,4,4,3,2,0,0,0,6,1973.0
5,Sidney Wicks,Starter,SF,24:00,4-10,0-0,5-5,7.4,0.0,5,5,1,2,0,0,0,13,1973.0
6,Dave Bing,Bench,SG,19:00,0-4,0-0,2-2,0.0,0.0,3,3,0,1,0,0,0,2,1973.0
7,Bob Dandridge,Bench,SF,11:00,2-4,0-0,0-0,3.2,0.0,3,3,0,0,0,0,0,4,1973.0
8,Gail Goodrich,Bench,PG,16:00,1-7,0-0,0-0,-1.8,0.0,2,2,1,2,0,0,0,2,1973.0
9,Connie Hawkins,Bench,PF,11:00,1-5,0-0,0-0,2.2,0.0,2,2,3,1,0,0,0,2,1973.0
10,Bob Lanier,Bench,C,12:00,5-9,0-0,0-0,7.2,0.0,6,6,0,1,0,0,0,10,1973.0
11,Bob Love,Bench,PF,12:00,2-4,0-0,2-2,4.0,0.0,3,3,0,1,0,0,0,6,1973.0
12,Charlie Scott,Bench,SG,14:00,0-5,0-0,0-0,-0.8,0.0,2,2,2,1,0,0,0,0,1973.0
13,Nate Thurmond,Bench,C,14:00,2-5,0-0,0-0,3.2,0.0,4,4,1,2,0,0,0,4,1973.0
14,Chet Walker,Bench,SF,16:00,1-5,0-0,2-2,-0.8,0.0,1,1,0,2,0,0,0,4,1973.0
1,Dave Cowens,Starter,C,30:00,7-15,0-0,1-1,13.1,0.0,13,13,1,2,0,0,0,15,1973.0
2,Dave DeBusschere,Starter,PF,25:00,4-8,0-0,1-2,9.0,0.0,7,7,2,1,0,0,0,9,1973.0
3,Walt Frazier,Starter,PG,26:00,5-15,0-0,0-0,4.8,0.0,6,6,2,1,0,0,0,10,1973.0
4,John Havlicek,Starter,SF,22:00,6-10,0-0,2-5,11.4,0.0,3,3,5,1,0,0,0,14,1973.0
5,Pete Maravich,Starter,SG,22:00,4-8,0-0,0-0,7.2,0.0,3,3,5,4,0,0,0,8,1973.0
6,John Block,Bench,PF,05:00,2-4,0-0,0-0,2.0,0.0,2,2,0,1,0,0,0,4,1973.0
7,Bill Bradley,Bench,SG,12:00,2-5,0-0,0-0,0.0,0.0,1,1,0,2,0,0,0,4,1973.0
8,Elvin Hayes,Bench,C,16:00,4-13,0-0,2-2,8.5,0.0,12,12,0,0,0,0,0,10,1973.0
9,Lou Hudson,Bench,SG,09:00,2-8,0-0,2-2,-0.2,0.0,2,2,0,2,0,0,0,6,1973.0
10,Bob Kauffman,Bench,C,09:00,1-2,0-0,1-2,2.0,0.0,1,1,1,1,0,0,0,3,1973.0
11,Jack Marin,Bench,SF,11:00,2-6,0-0,0-0,3.5,0.0,4,4,1,0,0,0,0,4,1973.0
12,Wes Unseld,Bench,PF,11:00,2-4,0-0,0-0,5.8,0.0,5,5,1,0,0,0,0,4,1973.0
13,Jo Jo White,Bench,PG,18:00,3-7,0-0,0-0,9.5,0.0,5,5,5,0,0,0,0,6,1973.0
14,Lenny Wilkens,Bench,PG,24:00,3-8,0-0,1-2,2.2,0.0,2,2,1,1,0,0,0,7,1973.0
1,Dave Cowens,Starter,C,32:00,5-12,0-0,4-5,17.1,0.0,20,20,1,4,0,0,0,14,1972.0
2,Billy Cunningham,Starter,PF,24:00,4-13,0-0,6-8,9.8,0.0,10,10,3,4,0,0,0,14,1972.0
3,Walt Frazier,Starter,PG,25:00,7-11,0-0,1-2,12.2,0.0,3,3,5,2,0,0,0,15,1972.0
4,John Havlicek,Starter,SG,24:00,5-13,0-0,5-5,6.6,0.0,3,3,2,2,0,0,0,15,1972.0
5,Lou Hudson,Starter,SF,18:00,2-7,0-0,2-2,3.8,0.0,3,3,3,3,0,0,0,6,1972.0
6,Butch Beard,Bench,PG,07:00,1-4,0-0,1-1,0.4,0.0,1,1,0,0,0,0,0,3,1972.0
7,Archie Clark,Bench,PG,21:00,2-5,0-0,4-4,9.0,0.0,1,1,6,1,0,0,0,8,1972.0
8,Dave DeBusschere,Bench,PF,26:00,4-8,0-0,0-0,9.2,0.0,11,11,0,2,0,0,0,8,1972.0
9,John Johnson,Bench,SF,03:00,0-2,0-0,0-0,-1.2,0.0,1,1,0,1,0,0,0,0,1972.0
10,Bob Kauffman,Bench,C,07:00,1-1,0-0,0-0,1.5,0.0,1,1,1,3,0,0,0,2,1972.0
11,Jack Marin,Bench,SG,15:00,5-8,0-0,1-1,4.6,0.0,0,0,1,2,0,0,0,11,1972.0
12,Wes Unseld,Bench,PF,16:00,1-5,0-0,0-0,3.0,0.0,7,7,1,3,0,0,0,2,1972.0
13,Tom Van Arsdale,Bench,SG,04:00,0-1,0-0,0-0,0.0,0.0,1,1,0,0,0,0,0,0,1972.0
14,Jo Jo White,Bench,SG,18:00,6-15,0-0,0-2,5.5,0.0,4,4,3,1,0,0,0,12,1972.0
1,Kareem Abdul-Jabbar,Starter,C,19:00,5-10,0-0,2-2,11.0,0.0,7,7,2,0,0,0,0,12,1972.0
2,Gail Goodrich,Starter,PG,14:00,2-7,0-0,0-0,0.5,0.0,1,1,2,2,0,0,0,4,1972.0
3,Spencer Haywood,Starter,PF,25:00,4-10,0-0,3-4,7.2,0.0,7,7,1,2,0,0,0,11,1972.0
4,Bob Love,Starter,SF,16:00,4-11,0-0,0-2,3.0,0.0,6,6,0,1,0,0,0,8,1972.0
5,Jerry West,Starter,SG,27:00,6-9,0-0,1-2,14.0,0.0,6,6,5,2,0,0,0,13,1972.0
6,Wilt Chamberlain,Bench,C,24:00,3-3,0-0,2-8,12.2,0.0,10,10,3,2,0,0,0,8,1972.0
7,Connie Hawkins,Bench,PF,14:00,5-7,0-0,3-4,8.8,0.0,4,4,0,1,0,0,0,13,1972.0
8,Elvin Hayes,Bench,PF,11:00,1-6,0-0,2-2,-0.8,0.0,2,2,0,2,0,0,0,4,1972.0
9,Bob Lanier,Bench,C,05:00,0-2,0-0,2-3,1.6,0.0,3,3,0,0,0,0,0,2,1972.0
10,Oscar Robertson,Bench,SG,24:00,3-9,0-0,5-10,3.8,0.0,3,3,3,4,0,0,0,11,1972.0
11,Cazzie Russell,Bench,SG,20:00,4-13,0-0,2-2,-0.2,0.0,1,1,0,1,0,0,0,10,1972.0
12,Paul Silas,Bench,PF,15:00,0-6,0-0,2-3,3.6,0.0,9,9,1,1,0,0,0,2,1972.0
13,Jimmy Walker,Bench,SG,16:00,4-9,0-0,2-5,3.4,0.0,2,2,1,1,0,0,0,10,1972.0
14,Sidney Wicks,Bench,PF,10:00,2-5,0-0,0-0,0.2,0.0,2,2,0,3,0,0,0,4,1972.0
1,Billy Cunningham,Starter,PF,19:00,2-8,0-0,1-2,3.8,0.0,4,4,3,1,0,0,0,5,1971.0
2,Walt Frazier,Starter,PG,26:00,3-9,0-0,0-0,7.8,0.0,6,6,5,2,0,0,0,6,1971.0
3,John Havlicek,Starter,SF,24:00,6-12,0-0,0-2,5.0,0.0,3,3,2,3,0,0,0,12,1971.0
4,Earl Monroe,Starter,SG,18:00,3-9,0-0,0-0,3.5,0.0,5,5,2,3,0,0,0,6,1971.0
5,Willis Reed,Starter,C,27:00,5-16,0-0,4-6,9.0,0.0,13,13,1,3,0,0,0,14,1971.0
6,Dave DeBusschere,Bench,PF,19:00,4-7,0-0,0-0,9.5,0.0,7,7,3,3,0,0,0,8,1971.0
7,Johnny Green,Bench,SF,07:00,2-3,0-0,0-1,2.4,0.0,2,2,0,1,0,0,0,4,1971.0
8,Lou Hudson,Bench,SF,17:00,6-13,0-0,2-3,4.9,0.0,3,3,1,3,0,0,0,14,1971.0
9,Gus Johnson,Bench,PF,23:00,5-12,0-0,2-2,5.8,0.0,4,4,2,3,0,0,0,12,1971.0
10,John Johnson,Bench,SF,02:00,0-0,0-0,0-0,1.0,0.0,0,0,1,0,0,0,0,0,1971.0
11,Bob Kauffman,Bench,C,04:00,0-2,0-0,0-0,-1.5,0.0,0,0,0,0,0,0,0,0,1971.0
12,Wes Unseld,Bench,C,21:00,4-9,0-0,0-0,9.8,0.0,10,10,2,2,0,0,0,8,1971.0
13,Tom Van Arsdale,Bench,SG,11:00,4-8,0-0,0-2,3.2,0.0,2,2,1,1,0,0,0,8,1971.0
14,Jo Jo White,Bench,SG,22:00,5-10,0-0,0-0,10.2,0.0,9,9,2,2,0,0,0,10,1971.0
1,Kareem Abdul-Jabbar,Starter,C,30:00,8-16,0-0,3-4,16.0,0.0,14,14,1,2,0,0,0,19,1971.0
2,Dave Bing,Starter,SG,19:00,2-7,0-0,0-0,1.8,0.0,2,2,2,1,0,0,0,4,1971.0
3,Connie Hawkins,Starter,SF,01:00,0-0,0-0,0-0,0.0,0.0,0,0,0,0,0,0,0,0,1971.0
4,Jerry Lucas,Starter,PF,29:00,5-9,0-0,2-2,14.2,0.0,9,9,4,2,0,0,0,12,1971.0
5,Jerry West,Starter,PG,20:00,2-4,0-0,1-3,10.1,0.0,1,1,9,1,0,0,0,5,1971.0
6,Wilt Chamberlain,Bench,C,18:00,1-1,0-0,0-0,12.2,0.0,8,8,5,0,0,0,0,2,1971.0
7,Elvin Hayes,Bench,C,19:00,4-13,0-0,2-3,3.6,0.0,4,4,2,1,0,0,0,10,1971.0
8,Bob Love,Bench,PF,21:00,6-12,0-0,4-5,7.1,0.0,4,4,0,2,0,0,0,16,1971.0
9,Jeff Mullins,Bench,SG,03:00,0-0,0-0,0-0,0.0,0.0,0,0,0,0,0,0,0,0,1971.0
10,Geoff Petrie,Bench,SG,05:00,0-3,0-0,0-0,-1.2,0.0,0,0,1,0,0,0,0,0,1971.0
11,Oscar Robertson,Bench,SG,24:00,2-6,0-0,1-3,1.4,0.0,2,2,2,3,0,0,0,5,1971.0
12,Dick Van Arsdale,Bench,SF,12:00,2-4,0-0,0-1,6.9,0.0,5,5,3,1,0,0,0,4,1971.0
13,Chet Walker,Bench,SF,19:00,3-9,0-0,4-5,4.1,0.0,3,3,1,1,0,0,0,10,1971.0
14,Lenny Wilkens,Bench,PG,20:00,8-11,0-0,5-5,12.1,0.0,1,1,1,1,0,0,0,21,1971.0
1,Elgin Baylor,Starter,SF,26:00,2-9,0-0,5-7,6.4,0.0,7,7,3,3,0,0,0,9,1970.0
2,Connie Hawkins,Starter,PF,19:00,2-4,0-0,6-6,8.2,0.0,4,4,2,3,0,0,0,10,1970.0
3,Elvin Hayes,Starter,C,35:00,9-21,0-0,6-12,15.5,0.0,15,15,1,1,0,0,0,24,1970.0
4,Lou Hudson,Starter,SG,18:00,5-12,0-0,5-5,4.4,0.0,1,1,0,1,0,0,0,15,1970.0
5,Jerry West,Starter,PG,31:00,7-12,0-0,8-12,15.8,0.0,5,5,5,3,0,0,0,22,1970.0
6,Bill Bridges,Bench,PF,15:00,2-2,0-0,1-5,6.1,0.0,4,4,2,1,0,0,0,5,1970.0
7,Joe Caldwell,Bench,SF,19:00,5-11,0-0,3-4,8.5,0.0,7,7,1,2,0,0,0,13,1970.0
8,Jeff Mullins,Bench,SG,14:00,4-6,0-0,0-0,4.2,0.0,1,1,1,2,0,0,0,8,1970.0
9,Bob Rule,Bench,C,13:00,2-6,0-0,1-1,2.1,0.0,4,4,0,2,0,0,0,5,1970.0
10,Dick Van Arsdale,Bench,SG,16:00,4-8,0-0,0-0,5.5,0.0,2,2,2,0,0,0,0,8,1970.0
11,Chet Walker,Bench,SF,17:00,1-3,0-0,2-2,2.5,0.0,2,2,1,2,0,0,0,4,1970.0
12,Lenny Wilkens,Bench,PG,17:00,5-7,0-0,2-3,10.6,0.0,2,2,4,1,0,0,0,12,1970.0
1,Billy Cunningham,Starter,PF,28:00,7-13,0-0,5-5,10.9,0.0,4,4,2,3,0,0,0,19,1970.0
2,Walt Frazier,Starter,PG,24:00,3-7,0-0,1-2,6.2,0.0,3,3,4,2,0,0,0,7,1970.0
3,John Havlicek,Starter,SF,29:00,7-15,0-0,3-3,14.4,0.0,5,5,7,2,0,0,0,17,1970.0
4,Willis Reed,Starter,C,30:00,9-18,0-0,3-3,11.6,0.0,11,11,0,6,0,0,0,21,1970.0
5,Oscar Robertson,Starter,SG,29:00,9-11,0-0,3-4,18.2,0.0,6,6,4,3,0,0,0,21,1970.0
6,Kareem Abdul-Jabbar,Bench,C,18:00,4-8,0-0,2-2,12.5,0.0,11,11,4,6,0,0,0,10,1970.0
7,Dave DeBusschere,Bench,PF,14:00,5-10,0-0,0-0,9.2,0.0,7,7,2,1,0,0,0,10,1970.0
8,Hal Greer,Bench,PG,21:00,7-11,0-0,1-1,10.4,0.0,4,4,3,4,0,0,0,15,1970.0
9,Gus Johnson,Bench,PF,17:00,5-12,0-0,0-0,6.2,0.0,7,7,1,2,0,0,0,10,1970.0
10,Flynn Robinson,Bench,PG,08:00,3-4,0-0,0-0,4.8,0.0,1,1,2,2,0,0,0,6,1970.0
11,Tom Van Arsdale,Bench,SF,08:00,2-7,0-0,1-1,-0.6,0.0,0,0,1,2,0,0,0,5,1970.0
12,Jimmy Walker,Bench,SG,14:00,0-3,0-0,1-1,-1.9,0.0,1,1,0,2,0,0,0,1,1970.0
1,Elgin Baylor,Starter,PF,32:00,5-13,0-0,11-12,17.5,0.0,9,9,5,2,0,0,0,21,1969.0
2,Elvin Hayes,Starter,C,21:00,4-9,0-0,3-3,4.9,0.0,5,5,0,4,0,0,0,11,1969.0
3,Don Kojis,Starter,SF,16:00,2-7,0-0,4-5,7.1,0.0,5,5,3,1,0,0,0,8,1969.0
4,Jerry Sloan,Starter,SG,18:00,2-8,0-0,0-1,-2.6,0.0,3,3,0,5,0,0,0,4,1969.0
5,Lenny Wilkens,Starter,PG,24:00,3-15,0-0,4-5,5.6,0.0,7,7,5,3,0,0,0,10,1969.0
6,Joe Caldwell,Bench,SF,23:00,6-9,0-0,0-1,8.4,0.0,4,4,3,5,0,0,0,12,1969.0
7,Wilt Chamberlain,Bench,C,27:00,2-3,0-0,0-1,11.4,0.0,12,12,2,2,0,0,0,4,1969.0
8,Gail Goodrich,Bench,PG,06:00,2-4,0-0,1-2,2.5,0.0,1,1,1,1,0,0,0,5,1969.0
9,Lou Hudson,Bench,SG,20:00,6-13,0-0,1-1,4.6,0.0,1,1,1,0,0,0,0,13,1969.0
10,Rudy LaRusso,Bench,PF,18:00,3-6,0-0,0-0,6.5,0.0,6,6,2,3,0,0,0,6,1969.0
11,Jeff Mullins,Bench,SG,25:00,7-14,0-0,0-0,9.5,0.0,4,4,5,4,0,0,0,14,1969.0
12,Dick Van Arsdale,Bench,SF,10:00,2-4,0-0,0-0,1.8,0.0,1,1,0,0,0,0,0,4,1969.0
1,John Havlicek,Starter,SG,31:00,6-14,0-0,2-2,9.0,0.0,7,7,2,2,0,0,0,14,1969.0
2,Jerry Lucas,Starter,PF,17:00,2-5,0-0,4-5,6.4,0.0,6,6,1,3,0,0,0,8,1969.0
3,Oscar Robertson,Starter,SF,32:00,8-16,0-0,8-8,17.0,0.0,6,6,5,3,0,0,0,24,1969.0
4,Dave Bing,Bench,PG,13:00,1-3,0-0,1-1,3.4,0.0,0,0,3,0,0,0,0,3,1969.0
5,Billy Cunningham,Bench,PF,22:00,5-10,0-0,0-0,5.8,0.0,5,5,1,3,0,0,0,10,1969.0
6,Hal Greer,Bench,PG,17:00,0-1,0-0,4-5,4.6,0.0,3,3,2,2,0,0,0,4,1969.0
7,Gus Johnson,Bench,PF,18:00,4-10,0-0,5-8,8.5,0.0,10,10,0,3,0,0,0,13,1969.0
8,Jon McGlocklin,Bench,SF,07:00,1-2,0-0,0-0,1.2,0.0,1,1,0,0,0,0,0,2,1969.0
9,Earl Monroe,Bench,PG,27:00,6-15,0-0,9-12,10.2,0.0,4,4,4,4,0,0,0,21,1969.0
10,Willis Reed,Bench,C,14:00,5-8,0-0,0-0,8.0,0.0,4,4,2,2,0,0,0,10,1969.0
11,Bill Russell,Bench,C,28:00,1-4,0-0,1-2,6.2,0.0,6,6,3,1,0,0,0,3,1969.0
12,Wes Unseld,Bench,PF,14:00,5-7,0-0,1-3,10.1,0.0,8,8,1,3,0,0,0,11,1969.0
1,Elgin Baylor,Starter,SF,27:00,8-13,0-0,6-7,12.6,0.0,6,6,1,5,0,0,0,22,1968.0
2,Zelmo Beaty,Starter,C,30:00,2-11,0-0,2-2,3.5,0.0,10,10,1,4,0,0,0,6,1968.0
3,Bob Boozer,Starter,PF,19:00,2-5,0-0,0-0,4.0,0.0,5,5,0,0,0,0,0,4,1968.0
4,Jerry West,Starter,SG,32:00,7-17,0-0,3-4,11.2,0.0,6,6,6,4,0,0,0,17,1968.0
5,Lenny Wilkens,Starter,PG,22:00,4-10,0-0,6-8,8.2,0.0,3,3,3,1,0,0,0,14,1968.0
6,Bill Bridges,Bench,PF,21:00,7-9,0-0,1-4,11.0,0.0,7,7,1,4,0,0,0,15,1968.0
7,Archie Clark,Bench,PG,15:00,5-8,0-0,7-7,10.4,0.0,0,0,3,2,0,0,0,17,1968.0
8,Mahdi Abdul-Rahman,Bench,PG,20:00,4-12,0-0,1-1,3.4,0.0,3,3,3,3,0,0,0,9,1968.0
9,Jim King,Bench,PG,07:00,1-4,0-0,2-3,1.1,0.0,1,1,2,3,0,0,0,4,1968.0
10,Don Kojis,Bench,SF,10:00,2-5,0-0,0-0,2.8,0.0,2,2,1,0,0,0,0,4,1968.0
11,Rudy LaRusso,Bench,PF,19:00,3-8,0-0,0-2,4.5,0.0,7,7,0,0,0,0,0,6,1968.0
12,Clyde Lee,Bench,C,18:00,2-8,0-0,2-4,7.2,0.0,11,11,2,3,0,0,0,6,1968.0
1,Dave Bing,Starter,PG,20:00,4-7,0-0,1-1,7.4,0.0,2,2,4,3,0,0,0,9,1968.0
2,Wilt Chamberlain,Starter,C,25:00,3-4,0-0,1-4,12.8,0.0,7,7,6,2,0,0,0,7,1968.0
3,Jerry Lucas,Starter,SF,21:00,6-9,0-0,4-4,14.0,0.0,5,5,4,3,0,0,0,16,1968.0
4,Willis Reed,Starter,PF,25:00,7-14,0-0,2-3,9.4,0.0,8,8,1,4,0,0,0,16,1968.0
5,Oscar Robertson,Starter,SF,22:00,7-9,0-0,4-7,13.4,0.0,1,1,5,2,0,0,0,18,1968.0
6,Dick Barnett,Bench,SG,22:00,7-12,0-0,1-2,5.0,0.0,1,1,0,2,0,0,0,15,1968.0
7,Dave DeBusschere,Bench,PF,12:00,0-3,0-0,0-0,0.2,0.0,4,4,0,1,0,0,0,0,1968.0
8,Hal Greer,Bench,PG,17:00,8-8,0-0,5-7,16.6,0.0,3,3,3,2,0,0,0,21,1968.0
9,John Havlicek,Bench,SF,22:00,9-15,0-0,8-11,18.4,0.0,5,5,4,0,0,0,0,26,1968.0
10,Gus Johnson,Bench,PF,16:00,3-9,0-0,1-2,4.0,0.0,6,6,1,2,0,0,0,7,1968.0
11,Sam Jones,Bench,SG,15:00,2-5,0-0,1-1,5.9,0.0,2,2,4,1,0,0,0,5,1968.0
12,Bill Russell,Bench,C,23:00,2-4,0-0,0-0,13.2,0.0,9,9,8,5,0,0,0,4,1968.0
1,Wilt Chamberlain,Starter,C,39:00,6-7,0-0,2-5,26.9,0.0,22,22,4,1,0,0,0,14,1967.0
2,Hal Greer,Starter,PG,31:00,5-16,0-0,7-8,3.5,0.0,4,4,1,5,0,0,0,17,1967.0
3,Bailey Howell,Starter,SF,14:00,1-4,0-0,2-2,2.2,0.0,2,2,1,1,0,0,0,4,1967.0
4,Willis Reed,Starter,PF,17:00,2-6,0-0,0-0,7.2,0.0,9,9,1,0,0,0,0,4,1967.0
5,Oscar Robertson,Starter,SG,34:00,9-20,0-0,8-10,11.8,0.0,2,2,5,4,0,0,0,26,1967.0
6,John Havlicek,Bench,SG,17:00,7-14,0-0,0-0,5.5,0.0,2,2,1,1,0,0,0,14,1967.0
7,Jerry Lucas,Bench,PF,22:00,3-5,0-0,1-1,8.6,0.0,7,7,2,3,0,0,0,7,1967.0
8,Don Ohl,Bench,SG,22:00,5-13,0-0,7-7,5.9,0.0,1,1,2,3,0,0,0,17,1967.0
9,Bill Russell,Bench,C,22:00,1-2,0-0,0-0,8.2,0.0,5,5,5,2,0,0,0,2,1967.0
10,Chet Walker,Bench,SF,22:00,6-9,0-0,3-4,10.8,0.0,4,4,2,2,0,0,0,15,1967.0
1,Rick Barry,Starter,PF,34:00,16-27,0-0,6-8,19.8,0.0,6,6,3,5,0,0,0,38,1967.0
2,Elgin Baylor,Starter,SF,20:00,8-14,0-0,4-4,15.8,0.0,5,5,5,2,0,0,0,20,1967.0
3,Guy Rodgers,Starter,PG,28:00,0-4,0-0,1-1,5.6,0.0,2,2,8,3,0,0,0,1,1967.0
4,Nate Thurmond,Starter,C,42:00,7-16,0-0,2-4,15.5,0.0,18,18,0,1,0,0,0,16,1967.0
5,Jerry West,Starter,SG,30:00,6-11,0-0,4-4,13.0,0.0,3,3,6,3,0,0,0,16,1967.0
6,Bill Bridges,Bench,PF,17:00,4-5,0-0,0-2,8.2,0.0,3,3,3,1,0,0,0,8,1967.0
7,Dave DeBusschere,Bench,PF,25:00,11-17,0-0,0-0,13.2,0.0,6,6,0,1,0,0,0,22,1967.0
8,Darrall Imhoff,Bench,C,06:00,0-7,0-0,0-0,0.5,0.0,7,7,1,1,0,0,0,0,1967.0
9,Jerry Sloan,Bench,SG,22:00,4-9,0-0,0-0,5.8,0.0,4,4,4,5,0,0,0,8,1967.0
10,Lenny Wilkens,Bench,PG,16:00,2-6,0-0,2-3,6.9,0.0,2,2,6,2,0,0,0,6,1967.0
1,Rick Barry,Starter,SF,17:00,4-10,0-0,2-4,1.5,0.0,2,2,2,6,0,0,0,10,1966.0
2,Bailey Howell,Starter,PF,26:00,3-11,0-0,1-2,-0.5,0.0,2,2,2,4,0,0,0,7,1966.0
3,Guy Rodgers,Starter,PG,34:00,4-11,0-0,0-0,14.0,0.0,7,7,11,4,0,0,0,8,1966.0
4,Nate Thurmond,Starter,C,33:00,3-16,0-0,1-3,6.4,0.0,16,16,1,1,0,0,0,7,1966.0
5,Jerry West,Starter,SG,11:00,1-5,0-0,2-2,-0.8,0.0,1,1,0,2,0,0,0,4,1966.0
6,Zelmo Beaty,Bench,C,24:00,0-11,0-0,10-13,10.4,0.0,18,18,1,2,0,0,0,10,1966.0
7,Dave DeBusschere,Bench,PF,22:00,1-14,0-0,2-2,-2.2,0.0,6,6,1,1,0,0,0,4,1966.0
8,Rudy LaRusso,Bench,PF,22:00,4-10,0-0,3-7,4.1,0.0,3,3,2,2,0,0,0,11,1966.0
9,Eddie Miles,Bench,SG,28:00,8-16,0-0,1-5,3.4,0.0,1,1,0,1,0,0,0,17,1966.0
10,Don Ohl,Bench,SG,23:00,7-16,0-0,2-3,6.9,0.0,4,4,2,2,0,0,0,16,1966.0
1,Wilt Chamberlain,Starter,C,25:00,8-11,0-0,5-9,18.1,0.0,9,9,3,2,0,0,0,21,1966.0
2,John Havlicek,Starter,SF,25:00,6-16,0-0,6-6,8.2,0.0,6,6,1,2,0,0,0,18,1966.0
3,Sam Jones,Starter,SG,22:00,5-11,0-0,2-2,9.5,0.0,2,2,5,0,0,0,0,12,1966.0
4,Jerry Lucas,Starter,PF,23:00,4-11,0-0,2-2,14.2,0.0,19,19,0,2,0,0,0,10,1966.0
5,Oscar Robertson,Starter,PG,25:00,6-12,0-0,5-6,21.2,0.0,10,10,8,0,0,0,0,17,1966.0
6,Hal Greer,Bench,PG,23:00,4-13,0-0,1-1,1.6,0.0,5,5,1,4,0,0,0,9,1966.0
7,Willis Reed,Bench,PF,23:00,7-11,0-0,2-2,12.5,0.0,8,8,1,3,0,0,0,16,1966.0
8,Bill Russell,Bench,C,23:00,1-6,0-0,0-0,6.0,0.0,10,10,2,2,0,0,0,2,1966.0
9,Adrian Smith,Bench,PG,26:00,9-18,0-0,6-6,14.8,0.0,8,8,3,5,0,0,0,24,1966.0
10,Chet Walker,Bench,SF,25:00,3-10,0-0,2-3,6.9,0.0,6,6,4,2,0,0,0,8,1966.0
1,Elgin Baylor,Starter,SF,27:00,5-13,0-0,8-8,8.5,0.0,7,7,0,4,0,0,0,18,1965.0
2,Wilt Chamberlain,Starter,C,31:00,9-15,0-0,2-8,16.8,0.0,16,16,1,4,0,0,0,20,1965.0
3,Bob Pettit,Starter,PF,34:00,5-14,0-0,3-5,7.6,0.0,12,12,0,4,0,0,0,13,1965.0
4,Jerry West,Starter,SG,40:00,8-16,0-0,4-6,14.5,0.0,5,5,6,2,0,0,0,20,1965.0
5,Lenny Wilkens,Starter,PG,20:00,2-6,0-0,4-4,5.8,0.0,3,3,3,3,0,0,0,8,1965.0
6,Walt Bellamy,Bench,C,17:00,4-5,0-0,4-4,10.0,0.0,5,5,1,3,0,0,0,12,1965.0
7,Terry Dischinger,Bench,SF,24:00,2-8,0-0,1-2,1.0,0.0,5,5,1,4,0,0,0,5,1965.0
8,Gus Johnson,Bench,PF,25:00,7-13,0-0,11-13,17.4,0.0,8,8,2,2,0,0,0,25,1965.0
9,Don Ohl,Bench,SG,12:00,0-1,0-0,2-2,2.5,0.0,2,2,1,1,0,0,0,2,1965.0
10,Nate Thurmond,Bench,C,10:00,0-2,0-0,0-0,0.2,0.0,3,3,0,1,0,0,0,0,1965.0
1,Luke Jackson,Starter,PF,15:00,2-5,0-0,1-2,0.2,0.0,1,1,1,4,0,0,0,5,1965.0
2,Sam Jones,Starter,SG,24:00,2-12,0-0,2-2,2.0,0.0,5,5,3,2,0,0,0,6,1965.0
3,Jerry Lucas,Starter,SF,35:00,12-19,0-0,1-1,17.9,0.0,10,10,1,2,0,0,0,25,1965.0
4,Oscar Robertson,Starter,PG,40:00,8-18,0-0,12-13,19.6,0.0,6,6,8,5,0,0,0,28,1965.0
5,Bill Russell,Starter,C,33:00,7-12,0-0,3-9,16.4,0.0,13,13,5,6,0,0,0,17,1965.0
6,Larry Costello,Bench,PG,11:00,2-7,0-0,0-0,0.5,0.0,1,1,2,2,0,0,0,4,1965.0
7,Wayne Embry,Bench,PF,19:00,5-10,0-0,1-1,3.6,0.0,4,4,0,5,0,0,0,11,1965.0
8,Johnny Green,Bench,SF,17:00,3-4,0-0,2-3,0.9,0.0,0,0,0,6,0,0,0,8,1965.0
9,Hal Greer,Bench,SG,21:00,5-11,0-0,3-4,6.2,0.0,4,4,1,2,0,0,0,13,1965.0
10,Willis Reed,Bench,C,25:00,3-11,0-0,1-2,1.8,0.0,5,5,1,2,0,0,0,7,1965.0
1,Elgin Baylor,Starter,SF,29:00,5-15,0-0,5-11,10.1,0.0,8,8,5,1,0,0,0,15,1964.0
2,Walt Bellamy,Starter,C,23:00,4-11,0-0,3-5,4.6,0.0,7,7,0,3,0,0,0,11,1964.0
3,Bob Pettit,Starter,PF,36:00,6-15,0-0,7-9,17.6,0.0,17,17,2,3,0,0,0,19,1964.0
4,Guy Rodgers,Starter,PG,22:00,3-6,0-0,0-0,3.0,0.0,2,2,2,4,0,0,0,6,1964.0
